DATE,장단기10년물국채/3개월금리차,장단기10년물국채/2년물금리차,국제유가,실업률,신규주택착공건수,주택가격지수,금융상태지수,금융상태지수레버리지,소비자감성지수,기준금리,제조업신규주문,M2통화량,신규실업수당청구,경기동행종합,산업생산지수,소매판매
2022-01-31,1.57,0.61,83.222,4.0,1669,281.99,-0.546,-1.297,67.20,0.08,518373,21562.3,237400,131.02,101.0227,644750
2022-02-28,1.48,0.39,91.641,3.8,1771,287.224,-0.465,-1.276,62.80,0.08,522852,21570.7,222000,131.84,101.6766,653552
2022-03-31,1.8,0.04,108.503,3.6,1713,295.044,-0.367,-1.240,59.40,0.2,614653,21697.9,218000,132.37,102.478,667050
2022-04-30,2.04,0.19,101.778,3.7,1803,301.695,-0.340,-1.180,65.20,0.33,569567,21677.1,215600,132.84,102.7953,675899
2022-05-31,1.69,0.32,109.552,3.6,1543,306.472,-0.265,-1.108,58.40,0.77,589443,21665.5,212250,133.2,102.7769,674915
2022-06-30,1.26,0.06,114.837,3.6,1561,308.266,-0.185,-1.043,50.00,1.21,627926,21666.1,216750,133.61,102.6863,680515
2022-07-31,0.26,-0.22,101.619,3.5,1371,307.104,-0.184,-0.975,51.50,1.68,561920,21703.6,215000,134.15,103.1328,675822
2022-08-31,0.19,-0.3,93.665,3.6,1505,303.658,-0.248,-0.913,58.20,2.33,601046,21659.7,210250,134.46,103.2344,680252
2022-09-30,0.5,-0.39,84.258,3.5,1463,300.481,-0.155,-0.855,58.60,2.56,600901,21525.1,190500,134.98,103.5283,678202
2022-10-31,-0.12,-0.41,87.555,3.6,1432,298.707,-0.114,-0.800,59.90,3.08,593781,21433.2,201400,135.31,103.4114,688352
2022-11-30,-0.69,-0.7,84.370,3.6,1427,296.904,-0.191,-0.753,56.70,3.78,560589,21399.3,212500,135.78,103.0707,679045
2022-12-31,-0.54,-0.53,76.437,3.5,1357,294.392,-0.218,-0.706,59.80,4.1,579568,21358.3,210600,136.15,101.4848,672336
2023-01-31,-1.18,-0.69,78.123,3.4,1340,292.82,-0.311,-0.671,64.90,4.33,542609,21221.7,199500,136.64,102.5478,692501
2023-02-28,-0.96,-0.89,76.833,3.6,1436,293.435,-0.325,-0.652,66.90,4.57,532423,21099.8,218500,136.87,102.5671,687942
2023-03-31,-1.37,-0.58,73.278,3.5,1380,297.311,-0.161,-0.648,62.00,4.65,618987,20876,242000,137.29,102.6592,681673
2023-04-30,-1.66,-0.6,79.446,3.4,1348,301.49,-0.198,-0.651,63.70,4.83,563158,20705.4,237000,137.67,103.1512,684636
2023-05-31,-1.88,-0.76,71.578,3.7,1583,305.365,-0.247,-0.650,59.00,5.06,588969,20820.7,229750,137.87,102.924,689158
2023-06-30,-1.62,-1.06,70.248,3.6,1418,308.285,-0.249,-0.635,64.20,5.08,626053,20854.5,256750,138.23,102.3002,690518
2023-07-31,-1.58,-0.91,76.070,3.5,1451,310.146,-0.286,-0.609,71.50,5.12,553738,20863.7,232400,138.67,103.19,694415
2023-08-31,-1.47,-0.76,81.386,3.8,1305,311.519,-0.340,-0.581,69.40,5.33,604203,20825.5,237750,138.8,103.2411,699540
2023-09-30,-0.96,-0.44,89.425,3.8,1356,312.417,-0.358,-0.551,67.90,5.33,613485,20755.3,210800,139.21,103.3346,705304
2023-10-31,-0.71,-0.19,85.640,3.8,1376,312.953,-0.336,-0.525,63.80,5.33,584976,20725.6,210750,139.38,102.4592,703528
2023-11-30,-1.08,-0.36,77.685,3.7,1525,312.953,-0.390,-0.506,61.30,5.33,579283,20767.4,220250,139.81,102.4301,705981
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
